,Player,Team,Pitch,球種,投球数,投球%,xPV,xPV/100,Grade,球速(km/h),SwStr%,Whiff%,O-Swing%,wOBAcon,xwOBAcon,GB%,FL%,IFFB%
1386,東妻 勇輔,ロ,右投,スライダー,17,40,-0.3,-,-,129,29.4,50.0,50.0,.580,.392,33,67,0
1387,東妻 勇輔,ロ,右投,フォーク,4,10,0.0,-,-,134,0.0,0.0,33.3,.000,.209,100,0,0
1388,東妻 勇輔,ロ,右投,ツーシーム,19,45,-0.1,-,-,143,5.3,11.1,28.6,.699,.336,57,43,0
1389,ディアス,デ,左投,ストレート,2,67,0.1,-,-,149,50.0,50.0,-,-,-,-,-,-
1390,ディアス,デ,左投,スライダー,1,33,0.2,-,-,135,100.0,100.0,100.0,-,-,-,-,-
1391,佐藤 一磨,オ,左投,ストレート,41,53,-0.5,-,-,144,0.0,0.0,6.3,.174,.345,60,40,0
1392,佐藤 一磨,オ,左投,スライダー,17,22,-0.2,-,-,126,0.0,0.0,9.1,.435,.220,100,0,0
1393,佐藤 一磨,オ,左投,カーブ,3,4,0.1,-,-,114,0.0,-,0.0,-,-,-,-,-
1394,佐藤 一磨,オ,左投,フォーク,17,22,0.0,-,-,130,17.6,42.9,44.4,.335,.344,50,50,0
1395,石田 裕太郎,デ,右投,ストレート,95,60,0.7,-,-,146,2.1,4.9,10.3,.247,.343,61,39,0
1396,石田 裕太郎,デ,右投,スライダー,25,16,-0.4,-,-,129,8.0,28.6,13.3,.290,.392,33,67,0
1397,石田 裕太郎,デ,右投,カットボール,3,2,-0.1,-,-,136,0.0,0.0,0.0,1.340,.458,0,100,0
1398,石田 裕太郎,デ,右投,カーブ,1,1,0.0,-,-,117,0.0,-,0.0,-,-,-,-,-
1399,石田 裕太郎,デ,右投,フォーク,28,18,-0.1,-,-,131,17.9,25.0,64.3,.073,.322,58,42,0
1400,石田 裕太郎,デ,右投,シンカー,6,4,0.0,-,-,131,33.3,40.0,50.0,.000,.313,50,50,0
1401,大山 凌,ソ,右投,ストレート,30,38,0.2,-,-,147,10.0,30.0,11.1,.290,.333,67,33,0
1402,大山 凌,ソ,右投,スライダー,11,14,0.2,-,-,133,18.2,33.3,50.0,-,-,-,-,-
1403,大山 凌,ソ,右投,カットボール,11,14,0.3,-,-,139,9.1,25.0,28.6,-,-,-,-,-
1404,大山 凌,ソ,右投,カーブ,5,6,-0.2,-,-,117,0.0,-,0.0,-,-,-,-,-
1405,大山 凌,ソ,右投,チェンジアップ,5,6,-0.2,-,-,134,20.0,50.0,0.0,.000,.468,0,100,0
1406,大山 凌,ソ,右投,スプリット,16,21,0.5,-,-,133,25.0,50.0,25.0,-,-,-,-,-
1407,中森 俊介,ロ,右投,ストレート,62,61,0.1,-,-,145,4.8,7.7,25.9,.241,.293,31,46,23
1408,中森 俊介,ロ,右投,スライダー,2,2,-0.1,-,-,134,50.0,100.0,50.0,-,-,-,-,-
1409,中森 俊介,ロ,右投,カットボール,9,9,-0.3,-,-,134,0.0,0.0,0.0,.435,.347,50,50,0
1410,中森 俊介,ロ,右投,カーブ,7,7,0.0,-,-,116,28.6,100.0,33.3,-,-,-,-,-
1411,中森 俊介,ロ,右投,フォーク,5,5,0.1,-,-,134,0.0,0.0,0.0,.000,.209,100,0,0
1412,中森 俊介,ロ,右投,チェンジアップ,17,17,0.2,-,-,127,23.5,57.1,23.1,.670,.234,0,50,50
1413,廣畑 敦也,ロ,右投,ストレート,24,51,0.0,-,-,149,8.3,15.4,33.3,.153,.393,33,67,0
1414,廣畑 敦也,ロ,右投,スライダー,1,2,0.1,-,-,-,0.0,0.0,100.0,.870,.220,100,0,0
1415,廣畑 敦也,ロ,右投,カットボール,8,17,0.1,-,-,140,25.0,40.0,40.0,.000,.347,50,50,0
1416,廣畑 敦也,ロ,右投,カーブ,5,11,0.1,-,-,120,0.0,-,0.0,-,-,-,-,-
1417,廣畑 敦也,ロ,右投,スプリット,2,4,-0.2,-,-,135,0.0,0.0,-,.435,.344,50,50,0
1418,廣畑 敦也,ロ,右投,シュート,7,15,-0.1,-,-,148,0.0,0.0,16.7,-,-,-,-,-
1419,山野 太一,ヤ,左投,ストレート,32,34,-0.5,-,-,143,0.0,0.0,0.0,.770,.453,0,100,0
1420,山野 太一,ヤ,左投,スライダー,13,14,0.2,-,-,130,15.4,22.2,50.0,.000,.349,50,50,0
1421,山野 太一,ヤ,左投,カットボール,22,23,0.8,-,-,136,9.1,15.4,33.3,.124,.203,86,0,14
1422,山野 太一,ヤ,左投,カーブ,10,11,-0.1,-,-,114,10.0,16.7,0.0,.000,.377,33,67,0
1423,山野 太一,ヤ,左投,フォーク,6,6,0.0,-,-,133,0.0,0.0,25.0,.435,.209,100,0,0
1424,山野 太一,ヤ,左投,チェンジアップ,1,1,0.0,-,-,120,100.0,100.0,100.0,-,-,-,-,-
1425,山野 太一,ヤ,左投,ワンシーム,10,11,0.1,-,-,143,0.0,0.0,33.3,.000,.213,100,0,0
1426,奥川 恭伸,ヤ,右投,ストレート,34,43,-0.1,-,-,148,0.0,0.0,38.5,.425,.330,45,45,9
1427,奥川 恭伸,ヤ,右投,スライダー,20,25,0.5,-,-,133,25.0,50.0,55.6,.435,.478,0,100,0
1428,奥川 恭伸,ヤ,右投,カーブ,10,13,-0.2,-,-,125,0.0,0.0,0.0,.665,.332,50,50,0
1429,奥川 恭伸,ヤ,右投,フォーク,15,19,-0.1,-,-,139,0.0,0.0,27.3,.000,.209,100,0,0
1430,遠藤 淳志,広,右投,ストレート,21,62,-0.6,-,-,140,0.0,0.0,15.4,.174,.381,40,60,0
1431,遠藤 淳志,広,右投,スライダー,3,9,-0.2,-,-,124,0.0,0.0,0.0,.000,.478,0,100,0
1432,遠藤 淳志,広,右投,カーブ,4,12,0.0,-,-,113,0.0,-,0.0,-,-,-,-,-
1433,遠藤 淳志,広,右投,チェンジアップ,6,18,-0.4,-,-,128,0.0,-,0.0,-,-,-,-,-
